"997.827","996.169","1001.385","1000.252","1002.341","994.476","1002.617","1000.044","999.797","999.06","999.86","996.712"
"995.246","999.132","997.466","996.252","1000.725","999.5","1000.912","999.138","990.682","996.535","1004.257","999.837"
"1003.037","999.762","1002.591","999.32","996.35","998.244","999.86","997.79","998.239","1005.407","1004.398","1002.442"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1003.284","995.056","1000.379","999.401","997.77","1004.431","996.509","998.549","1000.162","1000.425","999.826","1001.186"
"996.699","1001.706","997.799","1000.591","998.616","999.199","1003.062","1002.249","997.269","1003.278","1005.121","996.149"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1001.406","999.064","1000.789","1000.699","999.565","996.224","1003.114","997.629","1006.266","1000.384","996.628","1001.31"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1004.973","998.847","1000.407","1002.273","999.939","1000.402","994.388","996.971","1000.246","1006.407","1000.649","998.594"
"997.765","1007.677","995.755","1000.419","996.569","1001.393","1003.022","1000.647","1005.182","1002.565","998.23","1001.431"
"1001.975","1008.48","1004.179","1002.299","1001.686","1002.236","1000.5","996.873","993.31","1000.167","1003.153","1000.887"
"1004.834","997.125","992.147","998.749","1000.755","995.584","999.733","1000.008","993.864","1000.167","999.714","994.696"
"998.719","998.728","996.581","1000.658","1003.631","1002.185","1003.211","1000.539","1004.378","998.431","996.81","1000.344"
"999.705","1001.248","995.615","999.398","998.923","1004.951","1001.64","996.703","1003.119","1002.457","1001.392","992.744"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"999.57","995.546","994.177","1006.826","1002.463","1000.215","1002.029","999.622","1001.225","996.424","1001.322","996.803"
"998.822","1002.309","1004.658","997.114","1002.22","1002.176","999.807","1000.064","999.977","1004.864","1000.524","999.33"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"996.354","1004.613","1001.373","1002.475","1002.752","993.861","996.316","997.574","1001.444","999.708","1001.674","1000.752"
"999.488","1000.947","1000.679","1004.329","1001.698","1001.099","998.948","1003.922","997.178","999.011","1003.568","999.663"
"998.057","997.715","996.596","1005.542","998.662","1002.747","997.732","1003.99","999.662","993.861","1004.625","997.798"
"996.074","1002.952","1000.381","994.896","1001.896","1000.609","1000.296","998.903","999.108","1003.773","999.702","998.704"
"1001.959","1004.0","999.648","993.969","1000.334","1001.59","1003.457","1001.355","999.909","1002.278","999.877","1005.967"
"1003.862","1002.442","997.527","1000.272","1002.566","1003.726","1003.383","1002.057","997.296","1006.334","1002.511","1003.325"
"999.899","996.969","1003.118","999.312","1003.244","999.16","999.625","998.539","1001.753","1000.832","1000.109","996.038"
"1002.34","999.077","1002.589","1001.768","999.265","1004.554","997.745","1003.518","996.348","1009.59","997.261","1002.116"
"992.151","998.406","999.892","995.624","997.65","1007.058","1000.256","1002.025","1001.619","1000.623","999.67","1001.272"
"997.192","1003.517","998.517","1003.369","995.781","1001.719","997.352","1002.146","1002.028","1000.345","1001.171","1007.043"
"1002.392","1002.115","997.176","1006.569","1003.264","994.998","999.865","1001.502","1000.873","997.349","995.703","999.436"
"996.538","999.36","997.121","998.671","999.413","1003.094","1000.182","996.185","1002.469","1000.642","1002.267","1000.329"
"994.703","1000.852","1000.068","999.803","1002.421","998.582","999.046","1001.472","999.601","1001.386","993.532","998.169"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1002.148","995.246","999.97","998.185","1005.833","1000.48","1001.45","1000.473","1001.366","999.191","1003.272","994.587"
"995.921","997.533","996.202","999.986","999.482","995.809","996.477","1004.246","998.942","1001.374","997.977","1003.264"
"998.092","1002.193","1000.769","996.876","1006.863","991.254","1002.278","1001.126","1000.363","1001.185","998.254","997.166"
"1003.164","1003.555","1001.079","1006.038","997.508","997.475","1001.346","996.686","1001.89","997.945","1002.953","1000.96"
"999.669","1006.322","999.447","999.626","1003.146","1000.399","1004.827","999.99","998.704","1000.908","994.478","1000.616"
"996.782","1006.084","1000.496","996.618","997.837","1003.176","996.112","1003.764","1004.279","997.976","1001.316","994.234"
"1003.252","999.813","997.412","999.14","996.652","999.482","1000.73","996.835","997.593","1004.653","999.438","1000.143"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"999.562","997.679","992.777","1001.416","998.595","1001.085","1003.753","1001.625","992.84","1001.729","1001.676","997.875"
"1001.503","998.582","1001.951","1001.269","1001.382","999.63","1000.718","999.198","1000.349","998.812","1001.067","1002.684"
"996.826","1004.197","1002.766","1000.555","1004.117","1002.136","1005.234","1002.736","1000.291","1003.323","997.438","1001.828"
"1001.018","1001.231","995.619","1002.671","1004.493","1002.861","1002.377","1003.774","1004.483","1005.044","1001.661","1002.97"
"995.292","996.42","999.004","997.06","1001.555","1004.44","997.827","1000.246","1005.282","998.336","1000.565","994.525"
"1001.741","1001.771","997.585","1000.245","999.056","999.204","1003.384","996.597","994.171","1000.691","1003.038","998.197"
"999.06","1003.555","997.864","1001.498","1001.116","998.849","999.98","998.104","999.31","996.894","999.943","993.904"
"997.91","1000.23","999.906","1000.995","998.928","999.896","999.45","1003.204","1003.322","998.582","999.415","1001.487"
"1007.787","1001.958","997.68","996.395","997.905","999.833","998.673","999.256","997.425","1002.651","999.632","1001.928"
"1003.919","1000.083","999.832","1000.591","1000.845","1000.692","1002.396","1003.022","1002.344","994.708","996.877","1003.087"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1001.521","1002.896","1002.812","1000.478","999.061","999.117","996.625","997.184","999.102","996.051","996.659","992.765"
"990.725","1001.758","999.892","999.434","998.739","999.334","995.642","997.669","996.9","1007.403","994.377","1005.476"
"996.633","1003.078","1002.773","1002.445","1000.787","1001.604","1000.954","997.503","1005.867","1004.695","998.685","997.452"
"999.653","997.973","1003.821","1001.209","999.504","996.777","997.352","998.366","997.309","1000.271","1002.472","992.287"
"1001.952","1002.248","999.043","1002.63","996.678","1002.706","1001.63","1000.939","997.714","994.706","1004.963","996.764"
"997.294","1000.551","997.615","1001.07","996.448","1001.277","997.339","1000.337","999.061","1004.63","999.068","995.321"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1000.552","1002.592","999.942","1001.257","1002.541","999.259","999.886","995.69","997.716","999.933","996.767","1002.511"
"996.969","996.958","1003.631","997.198","1002.579","1006.226","994.722","995.938","1002.212","994.827","1000.336","999.595"
"1003.462","999.695","1004.404","1002.659","997.044","1001.126","996.932","1004.016","996.12","1003.656","997.076","1002.334"
"998.106","1002.109","995.558","1001.615","997.496","998.543","1002.221","1004.307","1000.87","999.027","997.23","998.876"
"998.923","1002.281","1001.342","996.725","1000.213","1001.822","1002.272","996.642","1002.071","999.313","999.273","1004.688"
"995.767","998.802","998.873","991.721","1002.442","1000.967","1002.049","999.958","1002.931","997.412","998.09","997.269"
"997.659","1001.426","999.344","1004.197","999.86","999.74","993.78","1002.869","1002.479","998.816","999.257","998.224"
"1001.085","999.961","997.871","1000.065","994.841","994.054","998.238","998.196","1002.127","1002.67","999.516","999.666"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"999.691","995.231","995.494","1003.539","1000.835","996.729","996.697","998.568","1002.669","997.91","1002.648","1000.054"
"1003.818","999.076","1004.465","1002.917","1002.196","997.999","999.883","993.935","1000.314","1002.554","995.193","997.366"
"995.704","1001.888","1001.065","998.106","994.651","1000.414","999.267","1001.444","1001.145","998.164","1003.591","997.904"
"998.194","1003.31","1000.84","996.581","1001.339","998.188","1005.198","1004.335","1000.151","1002.634","1003.968","1005.884"
"997.021","997.205","1004.283","998.118","998.85","1002.442","1001.427","996.138","1003.638","1002.676","998.334","1002.641"
"999.079","1004.406","999.156","997.594","999.784","1002.742","996.965","1004.0","1005.456","1000.357","998.368","1000.73"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"998.445","999.878","997.687","998.871","1000.525","1004.881","999.447","996.866","1003.373","994.011","1004.841","998.903"
"1000.882","996.365","999.817","998.606","1001.781","996.225","1005.082","1003.608","999.231","997.365","1000.576","1000.911"
"1003.055","1002.156","999.838","1003.278","1003.509","997.359","1003.745","1002.482","997.753","1000.793","992.587","1002.984"
"1000.781","996.993","998.504","997.137","999.928","998.617","1001.679","998.139","999.726","999.843","998.978","996.921"
"1000.798","996.266","994.864","1000.734","1004.785","1000.881","995.033","1002.84","999.499","1002.07","1004.218","999.421"
"1001.869","999.715","1003.446","993.948","1005.857","997.453","996.096","993.385","999.469","1001.021","1003.13","994.493"
"999.947","995.56","1002.871","994.267","1000.3","997.944","1000.161","995.787","996.356","998.843","996.302","1002.227"
"991.962","1000.593","1007.76","1003.772","998.425","999.763","998.838","1001.349","1002.19","1011.491","998.443","1001.934"
"999.067","997.342","999.808","999.481","1001.085","995.647","999.854","997.259","999.945","1003.738","999.337","999.258"
"996.035","1001.046","1001.721","1002.626","1001.552","1000.284","1002.723","998.874","998.832","996.221","1004.672","999.036"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1003.742","999.396","995.402","1000.771","1001.53","1001.054","1003.512","999.676","999.409","1003.656","1000.176","1005.356"
"1003.502","1002.127","1002.925","997.443","1003.875","995.18","996.263","1000.386","1006.554","996.226","1001.425","999.54"
"1005.993","1004.792","999.29","1002.284","1005.543","1000.64","1001.038","998.18","1007.381","998.063","1001.891","996.737"
"1003.446","999.757","1002.922","1003.337","999.595","1002.734","996.765","1000.887","996.658","1001.682","1000.772","999.39"
"997.052","1002.071","1000.351","1003.792","997.682","1001.408","1000.33","1004.713","998.465","999.801","999.934","1003.708"
"997.104","995.765","1003.416","997.45","993.321","999.897","996.121","999.723","1001.696","1001.875","996.058","1005.665"
"995.72","994.032","997.955","1000.943","996.545","999.029","999.045","998.281","997.464","997.122","1003.629","998.633"
"1006.027","1001.251","998.481","1000.139","1001.399","998.629","998.817","1003.774","998.657","999.709","1001.886","997.507"
"1001.848","995.767","1001.394","999.505","995.97","995.882","1000.346","993.728","1005.23","1002.966","1003.464","1000.125"
"996.78","1003.597","1005.384","999.352","999.902","1007.456","1004.845","993.049","999.891","995.96","995.31","1000.738"
"1003.253","996.14","998.914","999.528","996.512","1000.01","999.907","999.033","998.557","996.043","995.255","999.856"
"1003.116","996.109","1006.405","1004.52","1001.155","1000.438","996.662","1001.16","994.821","1004.743","997.634","1001.927"
"1002.12","997.736","997.653","999.868","1001.1","998.821","995.613","998.9","994.687","993.879","1001.198","1004.905"
